SA1_7DIGITCODE_2016	employmentToPopulation
1108020	39.9
1108021	49.4
1108022	56.7
1108023	37.7
1108024	39.5
1108025	46.2
1108027	54.4
1108028	57.5
1108029	58.5
1108030	45.2
1108031	38.2
1108032	32.4
1108033	47.4
1108034	45.9
1108036	64.9
1108037	46.9
1108038	41.6
1108039	53
1108040	54.1
1108041	32.3
1108042	46.9
1108043	43
1108044	53.5
1108046	25.1
1108047	33.5
1108048	39.4
1108049	36.5
1108050	46.2
1108052	36.4
1108053	54.3
1108054	52.3
1108055	43.8
1108101	46.2
1108102	38.7
1108103	27
1108104	49.2
1108105	44.5
1108106	38.9
1108107	46.4
1108108	40.9
1108109	38.6
1108110	38.5
1108112	35.1
1108113	42.7
1108114	42.4
1108115	55
1108116	43.3
1108117	53.1
1108118	55.7
1108119	32.7
1108120	34.1
1108121	31.8
1108122	31.8
1108123	38.4
1108124	44.4
1108125	52.5
1108126	50.3
1108127	60.5
1108128	55.5
1108129	41.2
1108130	39
1108131	50.3
1108132	42.1
1108133	41.7
1108134	51.8
1108135	45.9
1108136	42.5
1108137	50.7
1108138	47.1
1108139	50.5
1108140	41.8
1108141	50
1108143	50.5
1108144	42.4
1108145	40.7
1108146	54.2
1108147	30.9
1108148	30.6
1108149	35.6
1108150	44.1
1108151	104.3
1108152	53.8
1108202	28.8
1108203	38.6
1108204	37.4
1108205	33.8
1108206	48.5
1108207	47.1
1108208	53.6
1108209	25.8
1108210	66.7
1108211	33.3
1108212	29
1108213	39.6
1108214	51.1
1108215	28.1
1108216	39
1108217	38.1
1108218	37
1108219	37.9
1108220	30.8
1108221	24.5
1108222	26.8
1108223	56.5
1108224	50.2
1108225	49
1108226	25.4
1108227	42.3
1108228	44
1108229	34.9
1108230	35.1
1108231	42.9
1108232	35.1
1108233	35.2
1108234	48.3
1108235	49.4
1108237	35.8
1108238	44.6
1108239	53.7
1108240	51.8
1108241	21
1108242	23.7
1108243	46
1108244	16.6
1108245	57.4
1108301	49.9
1108302	53.2
1108303	48.7
1108304	54.9
1108305	48.1
1108306	41.3
1108307	45
1108308	49
1108309	51.4
1108310	55
1108311	46.3
1108312	51.7
1108313	43.6
1108314	52.8
1108315	56.9
1108316	43.1
1108317	46.1
1108401	60.5
1108403	39.1
1108404	41.9
1108405	51.7
1108406	56
1108407	50.1
1108408	51.5
1108409	53.5
1108410	49.2
1108411	40
1108412	50
1108413	47.8
1108414	44.6
1108415	54.9
1108416	47.8
1108417	56.9
1108418	43.2
1108419	51.7
1108420	54.3
1108421	59.6
1108422	42.1
1108423	40.8
1108424	40.5
1108425	56.5
1108426	54.1
1108427	61.1
1108428	31.9
1108429	18.9
1108430	61.3
1108431	37.9
1108432	47
1108433	48.3
1108434	52.5
1108435	34.5
1108436	38.9
1108438	59.4
1108439	67.2
1108440	37.9
1108441	32.3
1108442	55.3
1108443	47.4
1108444	54
1108445	42.9
1108446	34.3
1108502	26.3
1108503	110
1108504	46
1108505	48.2
1108506	59
1108507	43.2
1108508	37.1
1108509	39.1
1108510	52.4
1108511	29.6
1108512	33.4
1108513	67.6
1108514	43.7
1108515	42.9
1108516	54.5
1108517	51.3
1108518	44.4
1108519	60.5
1108520	47.9
1108521	23.1
1108522	16.7
1108523	37
1108524	38.2
1108525	60.5
1108526	52.1
1108527	58.1
1108528	40.7
1108529	46.5
1108530	34
1108531	43.2
1108601	56.4
1108602	55.8
1108603	50.9
1108604	59.8
1108605	57.1
1108606	58.4
1108607	60
1108608	58.6
1108609	63.2
1108610	49.7
1108611	52.7
1108612	54.3
1108613	57
1108701	49.7
1108702	33
1108703	34.9
1108704	37.8
1108705	41.7
1108706	42.3
1108707	33.9
1108708	32.6
1108709	55.3
1108710	51.8
1108711	56.7
1108712	33.3
1108713	50
1108802	62.5
1108803	50.9
1108804	71.8
1108805	51.8
1108806	56.8
1108808	61.6
1108809	48.1
1108810	48.1
1108811	59.2
1108812	57.9
1108813	65.8
1108814	61.4
1108815	54.7
1108816	53.2
1108817	54.1
1108818	59
1108819	55.7
1108820	54.3
1108901	65
1108902	57.8
1108903	54.1
1108904	41.1
1108905	60.2
1108906	58.1
1108907	53.5
1108908	47.9
1108909	4.9
1108910	46.5
1108911	50.8
1108912	59.1
1108914	55.6
1108915	48.3
1108916	59.4
1108917	50.7
1108918	56
1108919	47.7
1108920	47.7
1108921	57.7
1108922	65.3
1108923	26.7
1108924	62.6
1108925	33
1108926	25.9
1108928	48.6
1108929	54.3
1108930	54.5
1108931	57.3
1108932	58.8
1108933	52.6
1108934	62.8
1108935	55.8
1108936	4.7
1108937	33
1108938	88.9
1108939	55.3
1108940	48.8
1108941	46.6
1108943	57
1108944	44.7
1108945	52.9
1108946	42.2
1108947	56.4
1108948	53.5
1108949	48.4
1108950	50.1
1108951	66.1
1108952	34.5
1108954	58.5
1108955	59.5
1108956	47.8
1109001	47.5
1109003	52
1109004	51.5
1109005	60.3
1109006	40.9
1109007	34.1
1109008	33.8
1109009	52.4
1109010	38.1
1109011	38.8
1109012	62.7
1109013	40.1
1109014	51.3
1109015	46.5
1109101	50
1109102	53.3
1109103	56.1
1109105	48.2
1109106	59.4
1109107	52
1109108	49.6
1109109	53.2
1109110	51
1109111	52
1109113	60.4
1109115	44.9
1109116	46.8
1109118	42.5
1109121	56.1
1109122	17.9
1109123	51.1
1109124	52.6
1109125	39.4
1109126	35.5
1109127	55.9
1109128	46.2
1109129	56.5
1109130	47.1
1109131	16.6
1109132	53.7
1109133	54.8
1109134	44.4
1109135	26.2
1109136	56
1109138	48.4
1109139	51.8
1109140	18.2
1109141	40.4
1109201	49.6
1109202	61.3
1109203	49.1
1109204	54.7
1109205	34.1
1109207	34.2
1109208	36.6
1109209	40.5
1109210	52
1109211	35.4
1109212	63.8
1109213	40.1
1109302	62.9
1109303	61.2
1109304	54.4
1109305	56.9
1109306	46.8
1109307	48
1109308	56.8
1109309	56.8
1109310	57.5
1109311	49
1109312	60.2
1109313	54.8
1109317	66.1
1109401	50.6
1109402	35.4
1109403	25.2
1109404	62.7
1109405	75.5
1109406	72
1109407	46.7
1109408	79.9
1109409	57.1
1109410	38
1109411	38.9
1109412	44.4
1109413	41.1
1109414	37.7
1109501	48.9
1109502	67.2
1109503	51.4
1109504	68.1
1109505	67.8
1109506	59.7
1109507	60
1109508	54
1109509	60.8
1109510	45.5
1109511	32.7
1109512	47.4
1109513	45.2
1109514	39.8
1109601	25
1109603	48.3
1109604	77.9
1109605	72.7
1109606	38.1
1109607	34.8
1109608	8.7
1109610	63.8
1109611	32.2
1109612	44.5
1109613	51.7
1109614	64.8
1109615	56.3
1109616	44.3
1109617	33.6
1109618	38.5
1109619	21.9
1109620	37.8
1109621	20.6
1109622	28.3
1109623	42.6
1109624	35.5
1109627	61.6
1109701	44.5
1109702	53.9
1109703	49.6
1109704	16.9
1109705	36.9
1109706	48.2
1109707	48.1
1109708	42.6
1109709	55.8
1109710	80.4
1109711	45.5
1109712	45.7
1109713	58.2
1109714	46.4
1109715	56.2
1109716	49.4
1109717	54.4
1109718	47
1109719	52.3
1109720	47.8
1109721	51.3
1109722	46.5
1109723	50.5
1109724	56.8
1109725	53.6
1109726	47.6
1109727	42.3
1109728	43.9
1109729	40.1
1109730	61.2
1109731	43.6
1109732	35.9
1109733	49.6
1109734	46.6
1109735	38.8
1109736	48.4
1109737	49.7
1109738	37.3
1109739	49.2
1109740	40.1
1109741	47.4
1109742	48
1109743	43.6
1109744	22.2
1109745	42.8
1109746	40.7
1109747	53.2
1109748	47.8
1109749	46.7
1109750	49.8
1109751	47.5
1109752	58.1
1109801	28.6
1109802	28
1109803	57.8
1109804	66.1
1109805	80.6
1109806	61
1109807	50.2
1109808	29.9
1109809	44.3
1109810	38.3
1109811	11.8
1109901	35.5
1109902	35.9
1109903	44.8
1109904	28.2
1109905	46.4
1109906	41.3
1109907	34.1
1109908	36.3
1109909	27.3
1109910	21.7
1109911	44.5
1109912	44.5
1109913	44.4
1109914	33.7
1109915	48.8
1109916	47.2
1109917	63.8
1109918	33.3
1109919	64.5
1109920	49.2
1109921	59.3
1109922	54.8
1109923	49.8
1109924	65.1
1109925	70.1
1109926	31.9
1109927	59.6
1109928	39.7
1109929	50
1110001	64.9
1110002	62.6
1110003	61.6
1110004	66.3
1110005	73.4
1110006	66.8
1110007	71.1
1110008	45.9
1110009	41.2
1110010	24.3
1110011	49.2
1110012	60.3
1110013	46.9
1110014	39.9
1110016	70
1110017	68.9
1110018	49.4
1110019	48.6
1110020	78.2
1110021	59.8
1110022	56.5
1110023	59.8
1110024	59.2
1110025	56.2
1110026	64.2
1110027	70.8
1110028	35.3
1110029	52.6
1110101	15.2
1110102	51.8
1110103	61.4
1110105	72.7
1110106	69.5
1110107	63.7
1110108	61.3
1110109	55.7
1110110	65.1
1110111	54.4
1110112	68.2
1110113	60.5
1110114	67.3
1110115	49.2
1110116	64.7
1110117	51.8
1110118	47.8
1110119	59.6
1110120	62.2
1110121	61.6
1110122	53.7
1110123	55
1110124	58.4
1110125	61.2
1110126	58.4
1110127	58.1
1110128	61.8
1110129	60.3
1110130	54.5
1110132	62.8
1110133	60.7
1110134	63
1110135	64.9
1110136	67.5
1110137	41.7
1110138	74.4
1110139	62.2
1110140	25
1110141	75.1
1110201	50
1110202	52
1110203	52.8
1110204	40.8
1110205	55.5
1110206	51.8
1110208	47.7
1110209	47.7
1110210	62.2
1110212	53.8
1110213	56.5
1110214	54.1
1110215	67.3
1110216	67
1110217	60.1
1110219	45.3
1110220	54.6
1110222	71.1
1110223	100
1110224	86.8
1110301	68.2
1110302	55.6
1110303	69.7
1110304	66.5
1110305	57.7
1110306	71.2
1110307	62
1110308	64.6
1110309	72.8
1110310	59.3
1110311	64.5
1110312	61.6
1110313	63.1
1110314	52.1
1110315	65.2
1110316	52.7
1110317	62.7
1110318	58.5
1110401	40.2
1110402	51.6
1110403	73.4
1110404	69.7
1110405	62.4
1110406	68.9
1110407	68.6
1110408	59.1
1110409	38.6
1110410	39.4
1110411	30.3
1110412	48.4
1110413	49.1
1110414	166.7
1110415	48.8
1110416	60.6
1110501	49
1110502	68.1
1110503	34.6
1110504	43.1
1110506	49.4
1110507	34.4
1110508	40.4
1110509	44.3
1110510	49.6
1110511	38.1
1110512	46.7
1110513	46.3
1110514	71.5
1110515	68.1
1110516	52.4
1110517	66.2
1110518	64.8
1110519	59.8
1110520	55.6
1110601	17.9
1110602	47.5
1110603	60.5
1110604	25.4
1110605	17.8
1110606	29.8
1110607	39.8
1110608	36.3
1110609	45.5
1110610	42.2
1110611	57.4
1110612	37.7
1110613	63.2
1110614	60.8
1110615	59.3
1110616	14.8
1110617	58
1110618	52.4
1110619	43.4
1110620	47.4
1110621	35.3
1110622	31.7
1110623	39.5
1110624	43.5
1110701	59.3
1110702	52.2
1110703	57.5
1110704	65.9
1110705	64.2
1110706	57.3
1110707	59.3
1110708	58.5
1110709	53.2
1110710	53.5
1110712	59.5
1110713	56.3
1110714	66.5
1110715	59
1110716	69.8
1110717	68.4
1110718	66.7
1110719	72.4
1110720	55.2
1110722	55.2
1110723	56.8
1110724	66.3
1110725	64.5
1110726	74.7
1110801	38.6
1110803	54.3
1110805	69.9
1110806	42
1110807	47.1
1110808	45.4
1110809	54.5
1110810	53.3
1110811	54.1
1110812	28.4
1110813	38.2
1110814	40.6
1110815	45.1
1110816	48.5
1110817	45.7
1110818	3
1110819	49.1
1110820	39.6
1110821	43
1110822	51.3
1110823	59.7
1110824	41.2
1110825	22.3
1110826	57.4
1110827	50.7
1110828	52.4
1110829	49
1110830	45.5
1110831	47.9
1110832	38.1
1110833	46.4
1110834	46.9
1110835	48
1110836	48.7
1110837	40.7
1110838	46.4
1110839	44.4
1110840	50.6
1110841	48.3
1110842	57.8
1110843	45.3
1110844	51.3
1110845	20.9
1110847	53
1110848	51.8
1110849	44.6
1110850	57.6
1110851	50.8
1110852	49.3
1110853	43.1
1110854	47.1
1110855	66.4
1110856	60.3
1110857	40.8
1110901	53.7
1110902	50.2
1110903	46.9
1110904	42.3
1110905	55.1
1110906	56
1110907	48
1110908	48.7
1110909	42.7
1110910	58.8
1110911	54.7
1110912	57.9
1110913	62.6
1110914	60.6
1110915	55.1
1110916	63.8
1110917	56.8
1110918	40.1
1110919	51.7
1110920	40.2
1110921	43.9
1110922	50.7
1110923	49.7
1111001	53.3
1111002	51
1111003	43
1111004	31.5
1111005	49.5
1111006	42
1111007	43.5
1111008	40.6
1111009	44.7
1111010	36.1
1111011	61.6
1111012	54.3
1111013	58.7
1111014	52.5
1111015	48
1111016	51.2
1111017	56.3
1111018	51
1111019	48.9
1111020	57.1
1111021	66.5
1111022	53.8
1111023	58
1111024	70.1
1111025	56.1
1111026	51.2
1111027	67.7
1111101	49.2
1111102	50.2
1111103	17.9
1111104	40.1
1111105	50.8
1111106	54.6
1111107	42.2
1111108	42
1111109	50.8
1111110	47
1111111	41.5
1111112	66.8
1111113	49
1111114	48.1
1111115	48.1
1111116	29.9
1111117	58.9
1111118	66
1111119	62.5
1111121	49
1111122	48
1111123	49.7
1111124	52.4
1111125	27.6
1111126	50.3
1111127	48.2
1111128	42.2
1111129	43.2
1111130	50.6
1111131	56
1111132	50.9
1111133	43
1111134	52.1
1111135	49.8
1111136	45.3
1111138	60.4
1111140	48.7
1111141	65.5
1111142	17.6
1111143	50.3
1111144	40.5
1111145	52.4
1111147	56.5
1111148	59.3
1111149	71.7
1111201	74.3
1111202	69
1111203	56.9
1111204	66.4
1111205	56.5
1111206	55.7
1111207	48.8
1111208	34.1
1111209	55.6
1111210	78.6
1111211	64
1111212	66.1
1111213	42
1111214	60.1
1111215	49.3
1111216	52
1111217	69.1
1111218	55.5
1111219	50.2
1111220	49.2
1111221	59.6
1111222	33.7
1111223	51.8
1111224	67.2
1111225	67.2
1111226	69.9
1111227	65.6
1111228	60
1111229	56.8
1111230	46.2
1111231	65.3
1111232	50
1111233	56.7
1111234	66.7
1111235	62.4
1111237	65.6
1111238	64.4
1111240	42.1
1111241	34
1111242	63.5
1111244	64.7
1111245	74.2
1111246	68.2
1111247	65
1111248	72.9
1111249	70.4
1111301	55.7
1111302	50.8
1111303	51.1
1111304	29.2
1111305	55.1
1111306	56.6
1111307	53.1
1111308	51.5
1111309	65.8
1111310	58
1111311	62.6
1111312	65.2
1111313	66.1
1111314	59.9
1111315	70
1111401	42.1
1111402	38.1
1111403	55
1111404	73.6
1111405	45.8
1111406	66.1
1111408	44.8
1111409	42.9
1111410	49.4
1111411	41.3
1111412	41.8
1111413	72.4
1111414	71.7
1111501	65
1111502	37.6
1111503	33
1111504	53.2
1111505	51.4
1111506	47.1
1111507	54.6
1111508	50.5
1111509	53.4
1111510	46.9
1111511	60.5
1111512	64
1111513	24.6
1111514	58.2
1111515	47
1111516	63.6
1111517	64.5
1111518	52.9
1111519	47.9
1111520	58.5
1111521	56
1111524	67.4
1111525	71.4
1111526	61.5
1111527	45.1
1111528	45.2
1111529	48.7
1111530	51.4
1111531	54.8
1111532	41.4
1111533	58
1111534	52.1
1111535	57.2
1111536	21.4
1111537	63.8
1111538	64
1111539	61
1111541	54.7
1111542	48.2
1111543	58.5
1111544	46.1
1111545	47.4
1111546	52.5
1111547	57.5
1111548	60.2
1111549	63.9
1111550	55.3
1111551	54.9
1111552	60.3
1111553	66.3
1111554	46.9
1111555	70.5
1111556	73.2
1111557	74
1111558	66.4
1111559	60.6
1111561	60.5
1111563	48.8
1111564	65.2
1111565	65.3
1111566	60
1111567	70.1
1111568	51.1
1111569	34.3
1111570	57.6
1111571	82
1111572	21.1
1111573	78.1
1111601	65.6
1111602	56.9
1111603	55.5
1111604	63.7
1111605	61.3
1111606	73.3
1111607	54.2
1111608	60
1111609	68.5
1111610	60.4
1111611	52.5
1111612	65.7
1111613	57.3
1111614	58.6
1111615	61.2
1111616	62.9
1111701	39.3
1111702	54.7
1111704	69
1111705	66.7
1111706	65.2
1111707	67.3
1111708	61.7
1111709	47.8
1111710	41.6
1111711	45.7
1111712	69.1
1111713	63.5
1111715	45.2
1111716	61.9
1111717	63.6
1111718	73.4
1111719	47.3
1111720	51.1
1111721	21.6
1111722	48.9
1111723	64
1111724	68.5
1111725	38.7
1111726	58.7
1111727	58.7
1111728	49.2
1111730	45.2
1111731	55.7
1111732	69.5
1111733	57.4
1111734	53.6
1111735	48.6
1111736	52.1
1111737	48.7
1111738	50.1
1111739	49.2
1111740	62.9
1111741	60.3
1111742	69.7
1111743	39.8
1111745	71.2
1111746	37.7
1111747	74.2
1111748	58.1
1111749	64.8
1111750	60.9
1111801	65.8
1111802	53.4
1111803	64.9
1111804	71.5
1111805	70.1
1111806	66.4
1111807	68.7
1111808	65.7
1111809	69.8
1111810	70.9
1111811	59.4
1111812	65.4
1111813	66.9
1111814	65.6
1111816	72
1111817	67
1111819	51.6
1111820	55.6
1111821	56.3
1111822	68
1111823	74.1
1111824	71.4
1111901	52
1111902	67.6
1111903	53.8
1111904	60.6
1111906	58.4
1111907	46.4
1111909	5.9
1111910	49.4
1111911	46.4
1111912	50.2
1111913	58.5
1111914	63
1111915	52.7
1111916	60.7
1111918	55.1
1111920	24.6
1112001	36.4
1112002	37.3
1112003	37.9
1112004	44.9
1112005	33.3
1112006	36.4
1112007	40.7
1112008	39.8
1112009	46.5
1112010	47.2
1112011	38.5
1112012	43.7
1112013	38.4
1112014	39.7
1112015	52.6
1112016	45.7
1112018	34.1
1112101	36
1112102	42.9
1112103	49.5
1112104	54.8
1112105	44.8
1112106	23.9
1112107	40.1
1112108	33.3
1112109	53.9
1112110	55
1112113	100
1112114	27.3
1112115	50.8
1112116	45.6
1112118	43.9
1112119	37.9
1112120	54.4
1112121	47.1
1112122	32.5
1112123	19.9
1112124	37.9
1112125	43.3
1112126	53.4
1112127	43.7
1112128	55.2
1112129	51.2
1112130	39.6
1112131	44.4
1112133	49.1
1112134	39.8
1112135	57.6
1112136	56.6
1112137	45.1
1112138	48.3
1112139	54.8
1112140	47.5
1112141	47
1112142	49.2
1112143	41.8
1112144	48.6
1112145	36.7
1112146	10.5
1112147	61.2
1112148	46.9
1112149	44.9
1112150	41
1112151	42.9
1112152	48.6
1112153	57
1112154	47.6
1112155	46.3
1112156	43.7
1112157	50
1112158	41.8
1112201	50.2
1112202	36.3
1112204	39.7
1112205	51.2
1112206	49.5
1112207	27.7
1112208	37.2
1112209	41.4
1112210	43.2
1112211	30.5
1112212	46.7
1112213	54.3
1112214	40.1
1112215	39.3
1112216	50.2
1112217	67.5
1112218	62.8
1112219	48.9
1112220	64.3
1112221	59.9
1112222	33.4
1112223	28.8
1112224	35.8
1112225	56.3
1112226	41.9
1112227	63
1112228	64.2
1112229	60.2
1112230	39.1
1112231	53.5
1112232	77.8
1112233	69.1
1112234	45.8
1112301	59.4
1112302	60.3
1112303	66
1112304	63.7
1112305	70.4
1112306	72.7
1112307	69
1112308	63.4
1112309	63.1
1112310	60
1112311	63.1
1112312	59
1112313	62.8
1112314	67.4
1112315	61.6
1112401	23.6
1112402	40.5
1112403	30.2
1112404	32.5
1112405	13.6
1112406	29.2
1112407	33.2
1112408	30
1112409	30.3
1112410	34.1
1112411	32.7
1112412	45.3
1112413	36.6
1112414	41.7
1112501	33.2
1112502	45.2
1112503	63.2
1112504	62.8
1112506	52.7
1112507	53.5
1112509	55.6
1112510	41.2
1112511	52
1112512	52.7
1112513	62.1
1112514	19.5
1112515	26.7
1112516	61.1
1112517	24.3
1112518	58.5
1112519	60
1112520	61.2
1112521	63.2
1112522	62.9
1112523	57.1
1112524	67.5
1112525	57.5
1112526	67.1
1112527	63.4
1112528	61.5
1112529	56.9
1112530	65.1
1112531	63.3
1112532	57.3
1112534	63.8
1112535	61.5
1112536	61.3
1112537	60.3
1112601	50
1112602	23.2
1112603	48.1
1112604	56.5
1112605	65.6
1112606	48.6
1112607	51.4
1112608	56.1
1112609	55.5
1112610	66.7
1112611	48.6
1112612	46.6
1112613	54.2
1112614	55.3
1112615	63.9
1112616	60.6
1112617	32.4
1112618	71.8
1112619	54.6
1112620	56.8
1112621	16
1112622	32
1112623	52.3
1112624	52.2
1112625	43.7
1112626	68.8
1112627	74.4
1112628	51
1112629	56.9
1112630	64.1
1112631	51.3
1112632	29.3
1112633	55.2
1112634	57.9
1112701	41.9
1112702	79.5
1112703	64.3
1112705	54.3
1112706	60.2
1112707	60.2
1112708	54.2
1112709	55.5
1112710	72.2
1112711	49.8
1112712	57.7
1112801	36.5
1112802	45.2
1112803	53.2
1112804	56
1112805	68.4
1112806	72.7
1112807	68.8
1112808	64.7
1112809	65.9
1112810	68
1112811	53.7
1112812	51.2
1112813	50.6
1112901	45.2
1112902	56
1112903	57.9
1112904	54.8
1112905	62.5
1112906	70.2
1112907	66.4
1112908	64.3
1112909	50.4
1112910	66.9
1112911	60.4
1112912	57.1
1112913	63.3
1112914	45.8
1112915	48.5
1112916	40.5
1112917	58.9
1112918	67.8
1112919	56.5
1112920	73.2
1112921	43.3
1112922	36.2
1112923	50.3
1113101	46.7
1113102	50
1113103	42.5
1113104	53.5
1113105	49.4
1113106	51.7
1113107	39.1
1113108	57.2
1113109	59.2
1113110	51.2
1113111	64.4
1113112	62.3
1113113	63.9
1113114	66.9
1113115	62.8
1113116	50
1113117	48.6
1113118	43.6
1113119	63.1
1113120	44.6
1113121	53
1113122	42.8
1113123	46.6
1113124	46.5
1113125	47.3
1113126	36.1
1113127	71.5
1113128	42.5
1113129	56.4
1113130	53.7
1113131	51.4
1113132	59.7
1113133	55.6
1113134	31.6
1113135	64.2
1113136	53
1113137	49.6
1113138	47.8
1113139	24
1113140	45.7
1113141	49.1
1113142	56.7
1113143	58.3
1113144	50.2
1113145	48.4
1113146	52.1
1113147	53.7
1113148	53.4
1113149	50.4
1113150	54.7
1113151	51.2
1113152	49.8
1113153	44.9
1113154	38.3
1113155	50
1113156	45.4
1113157	44.1
1113158	49.9
1113201	58.2
1113202	50.6
1113203	52.3
1113204	69.3
1113205	60.6
1113206	69.1
1113207	69.8
1113208	77.6
1113209	58.6
1113210	61.1
1113211	64.7
1113212	70.2
1113213	66.6
1113214	67.5
1113215	52.9
1113216	63.3
1113217	63.6
1113218	60.8
1113219	60.5
1113402	60.3
1113403	63.3
1113404	58.9
1113405	59.4
1113406	39.4
1113407	53.4
1113409	62.6
1113410	68.1
1113411	72.9
1113412	65.8
1113413	66.5
1113414	55.9
1113415	54.1
1113416	68.7
1113417	16
1113418	52.6
1113419	59.9
1113421	46
1113422	72.5
1113423	51.4
1113424	73.7
1113425	62.3
1113426	57.7
1113427	67.7
1113428	66.9
1113429	46.4
1113431	67.8
1113432	70.5
1113433	66.3
1113434	65.1
1113435	46.1
1113436	69
1113437	32.6
1113438	47.2
1113439	36.9
1113440	48.5
1113442	65.2
1113443	62.5
1113444	79.2
1113445	70.2
1113446	66.9
1113447	36
1113448	38.5
1113449	56.3
1113450	45.1
1113451	40.3
1113501	37.5
1113601	53.4
1113602	59.8
1113603	53.1
1113604	47.7
1113605	52.1
1113606	67.1
1113607	67.7
1113608	64.6
1113609	71.6
1113610	67.4
1113611	72.2
1113612	71.6
1113613	59.4
1113614	61.8
1113615	65.8
1113617	53.1
1113618	61.4
1113619	51.7
1113620	67.1
1113621	50
1113622	64.1
1113623	72.5
1113624	74.3
1113625	60.1
1113626	60.6
1113627	57.2
1113628	65.7
1113629	61.4
1113630	66.9
1113631	66.1
1113632	60.5
1113633	51.6
1113634	66.3
1113635	68.3
1113701	51.1
1113702	66.7
1113704	51.7
1113705	61.3
1113706	56.2
1113707	53.5
1113708	59.4
1113709	57.8
1113710	22.3
1113711	44.4
1113712	53.8
1113713	54.2
1113714	46.3
1113715	51.4
1113716	52.7
1113717	53.2
1113718	56.2
1113720	100
1113721	86.7
1113722	41.3
1113801	48.7
1113802	31
1113803	56.3
1113804	63.8
1113805	15.9
1113806	50.5
1113807	59.7
1113808	52.5
1113809	50.5
1113810	49.1
1113811	57.1
1113812	49.2
1113813	47.9
1113814	50.8
1113815	51.9
1113816	53.1
1113817	55.6
1113818	50.9
1113819	37.2
1113820	50.7
1113821	54.5
1113901	51.9
1113902	63.6
1113903	58.5
1113904	60.2
1113905	61.4
1113906	58.7
1113907	51.9
1113908	56.6
1113909	58.4
1113910	58.2
1113912	52.5
1113913	54.9
1113914	60.5
1113915	65.2
1113916	60.1
1113917	54.8
1113919	51.9
1114001	62
1114002	66.5
1114003	58.1
1114004	55.8
1114005	56.5
1114006	57.3
1114007	56.9
1114008	58.3
1114009	52.1
1114010	59.1
1114011	62.8
1114012	47.8
1114013	50.9
1114014	18.5
1114015	52.6
1114016	42.9
1114017	55.8
1114018	54.9
1114019	54.2
1114020	68
1114101	69.6
1114103	76.2
1114104	56
1114105	61.5
1114106	69
1114107	64
1114108	66.5
1114110	70.5
1114112	52.9
1114113	65.2
1114114	62.2
1114115	40.1
1114116	61.7
1114117	47.5
1114118	63.1
1114119	60.8
1114120	52.5
1114121	57.8
1114122	48.9
1114123	67.9
1114124	61.4
1114126	50.6
1114127	57
1114128	64.3
1114129	59.7
1114130	61.6
1114131	59.6
1114133	66.5
1114134	62.1
1114135	65.3
1114136	65.5
1114137	68.8
1114201	55.7
1114202	63
1114203	61.1
1114204	57.4
1114205	59.5
1114206	48.9
1114207	55.3
1114208	51.2
1114209	52
1114210	50.5
1114211	48.2
1114212	63.5
1114213	64.8
1114214	52.7
1114215	32.3
1114216	60.1
1114217	60.3
1114218	48.4
1114219	51.4
1114220	58.2
1114221	44.4
1114222	51
1114223	48.6
1114224	55.3
1114225	50
1114226	56.6
1114301	27.8
1114302	49.6
1114303	43.5
1114304	48.9
1114305	54
1114306	45.3
1114307	47.9
1114308	35.7
1114309	62.8
1114310	38
1114311	42
1114313	49.7
1114314	8.6
1114315	38.1
1114316	47.1
1114317	51.3
1114318	59.5
1114319	59
1114320	56.5
1114321	52.4
1114322	50.6
1114323	44.5
1114324	39.3
1114325	33.5
1114326	51.1
1114327	32.9
1114328	51.3
1114329	49.5
1114330	56.1
1114331	35.4
1114332	45.5
1114333	39.4
1114334	46
1114335	34.2
1114336	41.6
1114337	32.4
1114338	33.3
1114339	42.3
1114340	39.4
1114341	32
1114342	41.3
1114343	45.8
1114344	47.8
1114345	39.5
1114346	45.7
1114347	46.9
1114348	34.6
1114349	38.6
1114350	51.5
1114401	57.4
1114402	61.4
1114403	41.7
1114404	60.9
1114405	51.3
1114406	50.5
1114407	55.3
1114408	51.5
1114409	57.3
1114410	49.7
1114411	58.7
1114412	13.5
1114413	61.4
1114414	51.9
1114415	12.4
1114416	54.8
1114417	52.3
1114418	23.2
1114419	48.6
1114420	48.7
1114421	52.7
1114422	54.5
1114423	57.9
1114424	55
1114425	56.8
1114426	60.6
1114427	31
