SA1_7DIGITCODE_2016	persons
1109918	94
1109919	261
1109920	367
1109921	294
1109922	179
1109923	308
1109924	314
1109925	174
1109926	269
1109927	122
1109928	377
1109929	218
1110001	444
1110002	281
1110003	250
1110004	404
1110005	478
1110006	604
1110007	364
1110008	283
1110009	379
1110010	209
1110011	446
1110012	262
1110013	310
1110014	323
1110016	439
1110017	544
1110018	489
1110019	317
1110020	412
1110021	136
1110022	483
1110023	252
1110024	399
1110025	396
1110026	449
1110027	482
1110028	450
1110029	94
1110101	461
1110102	554
1110103	481
1110105	616
1110106	235
1110107	566
1110108	373
1110109	347
1110110	360
1110111	337
1110112	375
1110113	324
1110114	338
1110115	496
1110116	232
1110117	416
1110118	548
1110119	571
1110120	508
1110121	639
1110122	278
1110123	527
1110124	706
1110125	390
1110126	270
1110127	429
1110128	510
1110129	475
1110130	432
1110132	455
1110133	276
1110134	641
1110135	405
1110136	439
1110137	158
1110138	673
1110139	296
1110140	15
1110141	799
1110201	421
1110202	350
1110203	287
1110204	419
1110205	693
1110206	323
1110208	347
1110209	384
1110210	416
1110212	1211
1110213	537
1110214	441
1110215	850
1110216	1015
1110217	167
1110219	82
1110220	326
1110221	4
1110222	434
1110223	3
1110224	54
1110301	272
1110302	277
1110303	399
1110304	332
1110305	263
1110306	305
1110307	431
1110308	224
1110309	253
1110310	289
1110311	608
1110312	249
1110313	257
1110314	239
1110315	171
1110316	411
1110317	458
1110318	197
1110401	461
1110402	502
1110403	204
1110404	221
1110405	282
1110406	292
1110407	288
1110408	143
1110409	399
1110410	299
1110411	348
1110412	297
1110413	273
1110414	4
1110415	95
1110416	258
1110501	291
1110502	340
1110503	311
1110504	466
1110506	304
1110507	293
1110508	356
1110509	557
1110510	282
1110511	183
1110512	471
1110513	442
1110514	157
1110515	665
1110516	306
1110517	492
1110518	153
1110519	343
1110520	127
1110601	84
1110602	79
1110603	59
1110604	146
1110605	423
1110606	442
1110607	424
1110608	296
1110609	465
1110610	226
1110611	368
1110612	291
1110613	121
1110614	479
1110615	542
1110616	972
1110617	477
1110618	521
1110619	443
1110620	278
1110621	376
1110622	308
1110623	620
1110624	397
1110701	677
1110702	554
1110703	364
1110704	392
1110705	370
1110706	317
1110707	337
1110708	327
1110709	300
1110710	244
1110712	442
1110713	267
1110714	620
1110715	625
1110716	705
1110717	229
1110718	265
1110719	236
1110720	470
1110722	389
1110723	715
1110724	420
1110725	491
1110726	368
1110801	576
1110803	819
1110804	842
1110805	621
1110806	316
1110807	516
1110808	431
1110809	246
1110810	411
1110811	436
1110812	452
1110813	515
1110814	157
1110815	265
1110816	447
1110817	409
1110818	269
1110819	424
1110820	455
1110821	312
1110822	577
1110823	202
1110824	189
1110825	693
1110826	186
1110827	91
1110828	112
1110829	420
1110830	730
1110831	219
1110832	334
1110833	337
1110834	433
1110835	206
1110836	575
1110837	632
1110838	337
1110839	338
1110840	334
1110841	389
1110842	334
1110843	368
1110844	386
1110845	499
1110847	656
1110848	234
1110849	489
1110850	401
1110851	384
1110852	278
1110853	435
1110854	235
1110855	358
1110856	620
1110857	93
1110901	342
1110902	300
1110903	381
1110904	289
1110905	356
1110906	415
1110907	265
1110908	490
1110909	490
1110910	416
1110911	259
1110912	351
1110913	203
1110914	447
1110915	327
1110916	478
1110917	262
1110918	291
1110919	309
1110920	414
1110921	225
1110922	412
1110923	190
1111001	226
1111002	579
1111003	330
1111004	255
1111005	289
1111006	287
1111007	528
1111008	207
1111009	359
1111010	223
1111011	591
1111012	388
1111013	249
1111014	287
1111015	230
1111016	240
1111017	248
1111018	239
1111019	317
1111020	386
1111021	438
1111022	311
1111023	330
1111024	309
1111025	235
1111026	282
1111027	613
1111101	464
1111102	269
1111103	264
1111104	237
1111105	375
1111106	318
1111107	230
1111108	436
1111109	303
1111110	441
1111111	574
1111112	403
1111113	552
1111114	457
1111115	564
1111116	607
1111117	326
1111118	251
1111119	483
1111121	301
1111122	267
1111123	429
1111124	460
1111125	490
1111126	563
1111127	506
1111128	484
1111129	397
1111130	569
1111131	318
1111132	334
1111133	343
1111134	340
1111135	286
1111136	321
1111138	231
1111140	447
1111141	265
1111142	17
1111143	247
1111144	267
1111145	906
1111147	563
1111148	372
1111149	376
1111201	334
1111202	354
1111203	509
1111204	308
1111205	269
1111206	295
1111207	315
1111208	230
1111209	474
1111210	687
1111211	158
1111212	918
1111213	403
1111214	450
1111215	259
1111216	274
1111217	301
1111218	323
1111219	387
1111220	134
1111221	261
1111222	335
1111223	224
1111224	400
1111225	269
1111226	307
1111227	448
1111228	224
1111229	297
1111230	478
1111231	456
1111232	253
1111233	446
1111234	284
1111235	421
1111237	352
1111238	295
1111240	361
1111241	178
1111242	405
1111244	452
1111245	224
1111246	334
1111247	328
1111248	422
1111249	245
1111301	239
1111302	432
1111303	163
1111304	431
1111305	354
1111306	288
1111307	181
1111308	158
1111309	469
1111310	213
1111311	388
1111312	521
1111313	329
1111314	504
1111315	266
1111401	290
1111402	524
1111403	213
1111404	512
1111405	677
1111406	140
1111408	380
1111409	259
1111410	554
1111411	356
1111412	344
1111413	1063
1111414	1293
1111501	435
1111502	403
1111503	309
1111504	246
1111505	527
1111506	496
1111507	353
1111508	522
1111509	580
1111510	294
1111511	439
1111512	391
1111513	403
1111514	566
1111515	527
1111516	413
1111517	620
1111518	241
1111519	414
1111520	499
1111521	174
1111524	277
1111525	289
1111526	571
1111527	550
1111528	384
1111529	564
1111530	380
1111531	342
1111532	331
1111533	554
1111534	299
1111535	437
1111536	377
1111537	248
1111538	960
1111539	447
1111541	521
1111542	332
1111543	595
1111544	379
1111545	351
1111546	455
1111547	489
1111548	265
1111549	166
1111550	346
1111551	311
1111552	408
1111553	381
1111554	495
1111555	515
1111556	517
1111557	326
1111558	335
1111559	365
1111561	464
1111563	187
1111564	50
1111565	698
1111566	401
1111567	290
1111568	350
1111569	360
1111570	471
1111571	308
1111572	294
1111573	131
1111601	491
1111602	448
1111603	261
1111604	590
1111605	468
1111606	1023
1111607	180
1111608	357
1111609	266
1111610	463
1111611	257
1111612	948
1111613	386
1111614	491
1111615	465
1111616	525
1111701	240
1111702	457
1111704	394
1111705	356
1111706	322
1111707	180
1111708	521
1111709	251
1111710	403
1111711	516
1111712	733
1111713	498
1111715	305
1111716	517
1111717	426
1111718	522
1111719	545
1111720	355
1111721	403
1111722	448
1111723	650
1111724	650
1111725	458
1111726	225
1111727	248
1111728	237
1111730	216
1111731	448
1111732	718
1111733	439
1111734	343
1111735	281
1111736	515
1111737	494
1111738	473
1111739	1515
1111740	281
1111741	324
1111742	278
1111743	393
1111744	22
1111745	2522
1111746	687
1111747	289
1111748	207
1111749	541
1111750	678
1111801	539
1111802	347
1111803	322
1111804	501
1111805	472
1111806	488
1111807	418
1111808	425
1111809	301
1111810	452
1111811	315
1111812	496
1111813	213
1111814	187
1111816	560
1111817	335
1111819	515
1111820	276
1111821	487
1111822	506
1111823	832
1111824	1038
1111901	278
1111902	399
1111903	568
1111904	350
1111906	265
1111907	125
1111909	241
1111910	282
1111911	221
1111912	284
1111913	420
1111914	378
1111915	534
1111916	387
1111918	299
1111920	707
1112001	12
1112002	350
1112003	295
1112004	442
1112005	13
1112006	610
1112007	234
1112008	530
1112009	791
1112010	602
1112011	265
1112012	339
1112013	408
1112014	486
1112015	223
1112016	564
1112018	511
1112101	630
1112102	441
1112103	354
1112104	289
1112105	302
1112106	414
1112107	231
1112108	506
1112109	384
1112110	258
1112113	9
1112114	9
1112115	514
1112116	395
1112117	42
1112118	384
1112119	473
1112120	248
1112121	111
1112122	319
1112123	508
1112124	416
1112125	365
1112126	247
1112127	478
1112128	380
1112129	278
1112130	337
1112131	586
1112133	368
1112134	685
1112135	546
1112136	432
1112137	479
1112138	640
1112139	318
1112140	303
1112141	448
1112142	370
1112143	534
1112144	303
1112145	521
1112146	471
1112147	309
1112148	478
1112149	520
1112150	279
1112151	503
1112152	296
1112153	338
1112154	416
1112155	322
1112156	346
1112157	398
1112158	483
1112201	637
1112202	277
1112203	4
1112204	325
1112205	438
1112206	377
1112207	396
1112208	310
1112209	466
1112210	618
1112211	344
1112212	562
1112213	226
1112214	324
1112215	437
1112216	354
1112217	782
1112218	364
1112219	402
1112220	334
1112221	575
1112222	447
1112223	522
1112224	313
1112225	444
1112226	605
1112227	655
1112228	517
1112229	567
1112230	512
1112231	233
1112232	9
1112233	193
1112234	266
1112301	264
1112302	279
1112303	419
1112304	420
1112305	541
1112306	185
1112307	246
1112308	425
1112309	350
1112310	551
1112311	353
1112312	325
1112313	429
1112314	362
1112315	264
1112401	429
1112402	245
1112403	474
1112404	382
1112405	589
1112406	322
1112407	245
1112408	360
1112409	262
1112410	446
1112411	511
1112412	281
1112413	404
1112414	87
1112501	221
1112502	537
1112503	369
1112504	753
1112506	567
1112507	558
1112509	203
1112510	329
1112511	476
1112512	306
1112513	561
1112514	115
1112515	373
1112516	371
1112517	354
1112518	567
1112519	343
1112520	335
1112521	545
1112522	375
1112523	350
1112524	498
1112525	489
1112526	316
1112527	603
1112528	484
1112529	344
1112530	547
1112531	329
1112532	274
1112534	200
1112535	351
1112536	254
1112537	375
1112601	153
1112602	409
1112603	346
1112604	358
1112605	335
1112606	215
1112607	283
1112608	163
1112609	401
1112610	470
1112611	187
1112612	319
1112613	419
1112614	420
1112615	88
1112616	1106
1112617	476
1112618	314
1112619	167
1112620	351
1112621	390
1112622	389
1112623	370
1112624	313
1112625	316
1112626	210
1112627	408
1112628	193
1112629	279
1112630	754
1112631	814
1112632	183
1112633	218
1112634	253
1112701	423
1112702	265
1112703	475
1112705	217
1112706	458
1112707	215
1112708	324
1112709	365
1112710	595
1112711	268
1112712	405
1112801	499
1112802	441
1112803	384
1112804	532
1112805	338
1112806	529
1112807	235
1112808	351
1112809	536
1112810	668
1112811	485
1112812	418
1112813	404
1112901	389
1112902	549
1112903	549
1112904	410
1112905	250
1112906	296
1112907	294
1112908	342
1112909	323
1112910	353
1112911	204
1112912	286
1112913	339
1112914	252
1112915	237
1112916	496
1112917	325
1112918	256
1112919	163
1112920	362
1112921	409
1112922	475
1112923	728
1113101	300
1113102	327
1113103	322
1113104	261
1113105	527
1113106	317
1113107	366
1113108	307
1113109	508
1113110	202
1113111	400
1113112	251
1113113	366
1113114	1142
1113115	403
1113116	196
1113117	583
1113118	516
1113119	455
1113120	453
1113121	228
1113122	261
1113123	324
1113124	401
1113125	255
1113126	476
1113127	485
1113128	549
1113129	450
1113130	332
1113131	379
1113132	303
1113133	272
1113134	501
1113135	318
1113136	246
1113137	594
1113138	888
1113139	575
1113140	344
1113141	210
1113142	197
1113143	553
1113144	405
1113145	295
1113146	449
1113147	452
1113148	501
1113149	326
1113150	553
1113151	306
1113152	532
1113153	236
1113154	436
1113155	392
1113156	196
1113157	534
1113158	488
1113201	340
1113202	334
1113203	309
1113204	557
1113205	344
1113206	391
1113207	387
1113208	1335
1113209	243
1113210	341
1113211	649
1113212	258
1113213	452
1113214	502
1113215	605
1113216	366
1113217	609
1113218	266
1113219	366
1113301	10
1113402	397
1113403	419
1113404	451
1113405	214
1113406	533
1113407	313
1113409	225
1113410	274
1113411	310
1113412	226
1113413	247
1113414	366
1113415	460
1113416	301
1113417	484
1113418	302
1113419	507
1113421	392
1113422	536
1113423	386
1113424	542
1113425	250
1113426	336
1113427	199
1113428	224
1113429	429
1113431	322
1113432	306
1113433	322
1113434	443
1113435	441
1113436	341
1113437	229
1113438	359
1113439	437
1113440	327
1113441	3
1113442	518
1113443	289
1113444	289
1113445	199
1113446	338
1113447	26
1113448	277
1113449	19
1113450	231
1113451	358
1113501	8
1113601	462
1113602	353
1113603	568
1113604	382
1113605	378
1113606	201
1113607	335
1113608	479
1113609	449
1113610	602
1113611	331
1113612	408
1113613	532
1113614	481
1113615	696
1113617	495
1113618	415
1113619	438
1113620	368
1113621	423
1113622	504
1113623	393
1113624	355
1113625	483
1113626	259
1113627	218
1113628	260
1113629	400
1113630	346
1113631	232
1113632	297
1113633	784
1113634	334
1113635	672
1113701	242
1113702	553
1113704	261
1113705	313
1113706	477
1113707	268
1113708	240
1113709	335
1113710	488
1113711	469
1113712	361
1113713	582
1113714	506
1113715	437
1113716	428
1113717	302
1113718	329
1113720	5
1113721	19
1113722	294
1113801	348
1113802	326
1113803	257
1113804	433
1113805	483
1113806	370
1113807	333
1113808	307
1113809	655
1113810	332
1113811	510
1113812	431
1113813	355
1113814	271
1113815	579
1113816	313
1113817	268
1113818	192
1113819	107
1113820	409
1113821	422
1113901	35
1113902	12
1113903	239
1113904	469
1113905	459
1113906	306
1113907	344
1113908	571
1113909	461
1113910	323
1113912	493
1113913	282
1113914	340
1113915	390
1113916	392
1113917	222
1113919	541
1114001	736
1114002	244
1114003	378
1114004	349
1114005	246
1114006	562
1114007	556
1114008	228
1114009	625
1114010	264
1114011	446
1114012	645
1114013	401
1114014	352
1114015	234
1114016	257
1114017	414
1114018	330
1114019	325
1114020	231
1114101	588
1114103	1004
1114104	442
1114105	238
1114106	444
1114107	348
1114108	442
1114110	1258
1114112	689
1114113	393
1114114	384
1114115	394
1114116	523
1114117	463
1114118	295
1114119	488
1114120	505
1114121	509
1114122	626
1114123	668
1114124	277
1114126	202
1114127	393
1114128	621
1114129	519
1114130	721
1114131	436
1114133	1028
1114134	556
1114135	494
1114136	396
1114137	494
1114201	555
1114202	421
1114203	17
1114204	332
1114205	417
1114206	392
1114207	381
1114208	444
1114209	360
1114210	245
1114211	432
1114212	340
1114213	574
1114214	395
1114215	429
1114216	371
1114217	442
1114218	551
1114219	321
1114220	348
1114221	29
1114222	549
1114223	334
1114224	374
1114225	498
1114226	405
1114301	325
1114302	558
1114303	415
1114304	371
1114305	297
1114306	397
1114307	347
1114308	332
1114309	442
1114310	468
1114311	427
1114313	347
1114314	373
1114315	415
1114316	334
1114317	584
1114318	337
1114319	478
1114320	370
1114321	630
1114322	286
1114323	388
1114324	263
1114325	529
1114326	540
1114327	255
1114328	387
1114329	254
1114330	312
1114331	430
1114332	382
1114333	426
1114334	572
1114335	526
1114336	528
1114337	395
1114338	311
1114339	406
1114340	269
1114341	267
1114342	359
1114343	383
1114344	515
1114345	516
1114346	520
1114347	515
1114348	428
1114349	631
1114350	569
1114401	424
1114402	619
1114403	276
1114404	480
1114405	403
1114406	333
1114407	622
1114408	318
1114409	240
1114410	350
1114411	454
1114412	225
1114413	356
1114414	502
1114415	244
1114416	268
1114417	838
1114418	343
1114419	269
1114420	131
1114421	476
1114422	488
1114423	644
1114424	480
1114425	508
1114426	636
1114427	518
1114428	580
1114429	444
1114430	467
1114431	612
1114432	396
1114433	639
1114434	437
1114435	673
1114436	635
1114437	601
1114438	264
1114439	336
1114440	397
1114441	354
1114442	403
1114443	429
1114444	589
1114445	571
1114446	352
1114447	329
1114448	237
1114501	303
1114502	492
1114503	438
1114504	358
1114505	539
1114506	9
1114507	330
1114508	327
1114509	458
1114510	453
1114511	355
1114512	399
1114513	200
1114514	295
1114515	445
1114517	460
1114518	560
1114519	366
1114520	501
1114521	276
1114522	385
1114523	563
1114524	276
1114525	301
1114526	393
1114527	429
1114528	532
1114531	365
1114532	315
1114533	493
1114534	470
1114535	565
1114536	236
1114537	326
1114538	488
1114539	510
1114540	544
1114541	672
1114601	257
1114602	484
1114603	641
1114604	344
1114605	609
1114606	476
1114607	379
1114608	361
1114610	432
1114611	491
1114612	379
1114613	286
1114615	495
1114616	477
1114617	448
1114618	623
1114619	210
1114620	289
1114621	230
1114622	528
1114623	391
1114624	397
1114625	466
1114627	578
1114628	428
1114629	387
1114631	485
1114632	363
1114633	330
1114634	483
1114635	618
1114636	435
1114637	312
1114639	288
1114640	551
1114641	370
1114642	394
1114643	408
1114644	426
1114646	560
1114647	530
1114648	364
1114649	379
1114650	271
1114651	303
1114652	357
1114654	311
1114655	265
1114656	4
1114657	243
1114658	299
1114659	333
1114660	300
1114701	604
1114702	548
1114703	295
1114704	530
1114705	543
1114706	298
1114707	19
1114708	466
1114709	316
1114710	10
1114711	465
1114712	474
1114713	634
1114714	208
1114715	202
1114716	263
1114717	78
1114718	265
1114719	292
1114720	416
1114721	418
1114722	451
1114723	523
1114724	478
1114801	445
1114802	445
1114803	267
1114804	496
1114805	324
1114807	349
1114808	480
1114809	332
1114810	519
1114811	502
1114813	404
1114814	198
1114815	306
1114816	293
1114818	189
1114819	235
1114820	300
1114821	453
1114822	542
1114823	286
1114824	750
1114825	506
1114826	717
1114827	537
1114828	325
1114829	313
1114830	350
1114831	428
1115001	371
1115002	536
1115003	579
1115004	553
1115005	456
1115006	579
1115007	432
1115008	433
1115009	380
1115010	380
1115011	453
1115012	252
1115013	205
1115015	542
1115016	343
1115017	550
1115018	301
1115019	464
1115020	361
1115021	527
1115023	389
1115024	554
1115025	260
1115026	393
1115028	198
1115029	473
1115030	549
1115031	595
1115032	299
1115033	588
1115034	293
1115035	410
1115037	259
1115038	329
1115039	325
1115041	531
1115042	461
1115043	24
1115044	322
1115045	295
1115046	554
1115047	303
1115048	336
1115049	400
1115050	343
1115051	488
1115052	443
1115053	431
1115054	307
1115101	693
1115102	186
1115103	282
1115104	355
